sample	feature	homo_p	homo	stab_p	stab	n_platforms	confidence	MetaboliteName
Y	HMDB0029160	1	yes	1	yes	2	high	gamma-glutamyltryptophan
Y	HMDB0029200	1	yes	1	yes	2	high	ferulic acid 4-sulfate
Y	HMDB0029377	1	yes	1	yes	2	high	piperine
Y	HMDB0029412	1	yes	1	yes	2	high	betonicine
Y	HMDB0029423	1	yes	1	yes	2	high	O-acetylhomoserine
Y	HMDB0029576	1	yes	1	yes	2	high	2,3-dihydroxy-2-methylbutyrate
Y	HMDB0029723	1	yes	0.25	yes	2	high	saccharin
Y	HMDB0029737	1	yes	1	yes	2	high	3-formylindole
Y	HMDB0032055	1	yes	1	yes	2	high	N-acetylhistidine
Y	HMDB0032574	1	yes	1	yes	2	high	propyl 4-hydroxybenzoate
Y	HMDB0033143	1	yes	1	yes	2	high	pyrraline
Y	HMDB0033724	1	yes	1	yes	2	high	10-undecenoate (11:1n1)
Y	HMDB0034323	1	yes	1	yes	2	high	S-allylcysteine
Y	HMDB0034365	1	yes	1	yes	2	high	theanine
Y	HMDB0034367	1	yes	1	yes	2	high	gamma-glutamylmethionine
Y	HMDB0059724	1	yes	1	yes	2	high	catechol sulfate
Y	HMDB0060015	1	yes	1	yes	2	high	phenol sulfate
Y	HMDB0061112	1	yes	1	yes	2	high	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)
Y	HMDB0061115	1	yes	1	yes	2	high	tryptophan betaine
Y	HMDB0061384	1	yes	1	yes	2	high	acisoga
Y	HMDB0062121	1	yes	1	yes	2	high	dihydroferulate
Y	HMDB0062175	1	yes	1	yes	2	high	N-lactoyl phenylalanine
Y	HMDB0062312	1	yes	1	yes	2	high	1-arachidonoyl-GPA (20:4)
Y	HMDB0062551	1	yes	1	yes	2	high	4-ethylphenylsulfate
Y	HMDB0062557	1	yes	1	yes	2	high	N-acetylthreonine
Y	HMDB0062656	1	yes	1	yes	2	high	linoleamide (18:2n6)
Y	HMDB0062657	1	yes	1	yes	2	high	epiandrosterone sulfate
Y	HMDB0094649	1	yes	1	yes	2	high	2-aminoheptanoate
Y	HMDB0094696	1	yes	1	yes	2	high	N-methylproline
Y	HMDB0155722	1	yes	1	yes	2	high	O-sulfo-L-tyrosine
Y	HMDB0240253	1	yes	1	yes	2	high	N-acetyltaurine
Y	HMDB0240261	1	yes	1	yes	2	high	1-stearoyl-GPI (18:0)
Y	HMDB0240296	1	yes	1	yes	2	high	C-glycosyltryptophan
Y	HMDB0240607	1	yes	1	yes	2	high	glycohyocholate
Y	HMDB0240609	1	yes	1	yes	2	high	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)
Y	HMDB0240624	1	yes	1	yes	2	high	4-hydroxychlorothalonil
P	HMDB0000001	1	yes	1	yes	2	high	1-methylhistidine
P	HMDB0000005	1	yes	1	yes	2	high	alpha-ketobutyrate
P	HMDB0000008	1	yes	1	yes	2	high	2-hydroxybutyrate/2-hydroxyisobutyrate
P	HMDB0000011	1	yes	1	yes	2	high	3-hydroxybutyrate (BHBA)
P	HMDB0000020	1	yes	1	yes	2	high	4-hydroxyphenylacetate
P	HMDB0000026	1	yes	1	yes	2	high	3-ureidopropionate
P	HMDB0000034	1	yes	1	yes	2	high	adenine
P	HMDB0000036	1	yes	1	yes	2	high	taurocholate
P	HMDB0000039	1	yes	1	yes	2	high	butyrate (4:0)
P	HMDB0000054	1	yes	1	yes	2	high	bilirubin (Z,Z)
P	HMDB0000056	1	yes	1	yes	2	high	beta-alanine
P	HMDB0000062	1	yes	1	yes	2	high	carnitine
P	HMDB0000064	1	yes	1	yes	2	high	creatine
P	HMDB0000086	1	yes	1	yes	2	high	glycerophosphorylcholine (GPC)
P	HMDB0000092	1	yes	1	yes	2	high	dimethylglycine
P	HMDB0000094	1	yes	1	yes	2	high	citrate
P	HMDB0000122	1	yes	1	yes	2	high	glucose
P	HMDB0000128	1	yes	1	yes	2	high	guanidinoacetate
P	HMDB0000138	1	yes	1	yes	2	high	glycocholate
P	HMDB0000148	1	yes	1	yes	2	high	glutamate
P	HMDB0000152	1	yes	1	yes	2	high	gentisate
P	HMDB0000156	1	yes	1	yes	2	high	malate
P	HMDB0000157	1	yes	1	yes	2	high	hypoxanthine
P	HMDB0000158	1	yes	1	yes	2	high	tyrosine
P	HMDB0000159	1	yes	1	yes	2	high	phenylalanine
P	HMDB0000161	1	yes	1	yes	2	high	alanine
P	HMDB0000162	1	yes	1	yes	2	high	proline
P	HMDB0000163	1	yes	1	yes	2	high	maltose/cellobiose
P	HMDB0000167	1	yes	1	yes	2	high	threonine
P	HMDB0000168	1	yes	1	yes	2	high	asparagine
P	HMDB0000172	1	yes	1	yes	2	high	isoleucine
P	HMDB0000176	1	yes	1	yes	2	high	maleate
P	HMDB0000177	1	yes	1	yes	2	high	histidine
P	HMDB0000182	1	yes	1	yes	2	high	lysine
P	HMDB0000187	1	yes	1	yes	2	high	serine
P	HMDB0000190	1	yes	1	yes	2	high	lactate
P	HMDB0000191	1	yes	1	yes	2	high	aspartate
P	HMDB0000192	1	yes	1	yes	2	high	cystine
P	HMDB0000201	1	yes	1	yes	2	high	acetylcarnitine (C2)
P	HMDB0000202	1	yes	1	yes	2	high	methylmalonate (MMA)
P	HMDB0000207	1	yes	1	yes	2	high	octadecenoate
P	HMDB0000208	1	yes	1	yes	2	high	alpha-ketoglutarate
P	HMDB0000209	1	yes	1	yes	2	high	phenylacetate
P	HMDB0000210	1	yes	1	yes	2	high	pantothenate
P	HMDB0000214	1	yes	1	yes	2	high	ornithine
P	HMDB0000220	1	yes	1	yes	2	high	palmitate (16:0)
P	HMDB0000226	1	yes	1	yes	2	high	orotate
P	HMDB0000243	1	yes	1	yes	2	high	pyruvate
P	HMDB0000248	1	yes	1	yes	2	high	thyroxine
P	HMDB0000251	1	yes	1	yes	2	high	taurine
P	HMDB0000252	1	yes	1	yes	2	high	sphingosine
P	HMDB0000254	1	yes	1	yes	2	high	succinate
P	HMDB0000267	1	yes	1	yes	2	high	5-oxoproline
P	HMDB0000269	0.999999999999999	yes	0.0357142857142857	no	2	low	sphinganine
P	HMDB0000271	1	yes	1	yes	2	high	sarcosine
P	HMDB0000277	1	yes	1	yes	2	high	sphingosine 1-phosphate
P	HMDB0000289	1	yes	1	yes	2	high	urate
P	HMDB0000292	1	yes	1	yes	2	high	xanthine
P	HMDB0000296	1	yes	1	yes	2	high	uridine
P	HMDB0000300	1	yes	1	yes	2	high	uracil
P	HMDB0000323	1	yes	1	yes	2	high	3-amino-2-piperidone
P	HMDB0000337	1	yes	1	yes	2	high	3,4-dihydroxybutyrate
P	HMDB0000375	1	yes	1	yes	2	high	3-(3-hydroxyphenyl)propionate
P	HMDB0000378	1	yes	1	yes	2	high	2-methylbutyrylcarnitine (C5)
P	HMDB0000387	1	yes	1	yes	2	high	3-hydroxylaurate
P	HMDB0000407	1	yes	1	yes	2	high	alpha-hydroxyisovalerate
P	HMDB0000416	1	yes	1	yes	2	high	17alpha-hydroxypregnenolone 3-sulfate
P	HMDB0000462	1	yes	1	yes	2	high	allantoin
P	HMDB0000479	1	yes	1	yes	2	high	3-methylhistidine
P	HMDB0000482	1	yes	1	yes	2	high	caprylate (8:0)
P	HMDB0000497	1	yes	1	yes	2	high	5,6-dihydrouridine
P	HMDB0000511	1	yes	1	yes	2	high	caprate (10:0)
P	HMDB0000512	1	yes	1	yes	2	high	N-acetylphenylalanine
P	HMDB0000517	1	yes	1	yes	2	high	arginine
P	HMDB0000525	1	yes	1	yes	2	high	5-hydroxyhexanoate
P	HMDB0000529	1	yes	1	yes	2	high	5-dodecenoate (12:1n7)
P	HMDB0000532	1	yes	1	yes	2	high	N-acetylglycine
P	HMDB0000535	1	yes	1	yes	2	high	caproate (6:0)
P	HMDB0000539	1	yes	1	yes	2	high	arabonate/xylonate
P	HMDB0000555	1	yes	1	yes	2	high	3-methyladipate
P	HMDB0000562	1	yes	1	yes	2	high	creatinine
P	HMDB0000564	1	yes	1	yes	2	high	1,2-dipalmitoyl-GPC (16:0/16:0)
P	HMDB0000622	1	yes	1	yes	2	high	ethylmalonate
P	HMDB0000623	1	yes	1	yes	2	high	dodecanedioate (C12-DC)
P	HMDB0000625	1	yes	1	yes	2	high	gluconate
P	HMDB0000626	1	yes	1	yes	2	high	deoxycholate
P	HMDB0000630	0.678571428571428	yes	0.678571428571428	yes	2	high	cytosine
P	HMDB0000637	1	yes	1	yes	2	high	glycochenodeoxycholate
P	HMDB0000638	1	yes	1	yes	2	high	laurate (12:0)
P	HMDB0000641	1	yes	1	yes	2	high	glutamine
P	HMDB0000651	1	yes	1	yes	2	high	decanoylcarnitine (C10)
P	HMDB0000653	1	yes	1	yes	2	high	cholesterol sulfate
P	HMDB0000660	1	yes	1	yes	2	high	fructose
P	HMDB0000661	1	yes	1	yes	2	high	glutarate (C5-DC)
P	HMDB0000665	1	yes	1	yes	2	high	alpha-hydroxyisocaproate
P	HMDB0000669	1	yes	1	yes	2	high	2-hydroxyphenylacetate
P	HMDB0000672	1	yes	1	yes	2	high	hexadecanedioate (C16-DC)
P	HMDB0000673	1	yes	1	yes	2	high	linoleate (18:2n6)
P	HMDB0000682	1	yes	1	yes	2	high	3-indoxyl sulfate
P	HMDB0000684	1	yes	1	yes	2	high	kynurenine
P	HMDB0000686	1	yes	1	yes	2	high	isoursodeoxycholate
P	HMDB0000687	1	yes	1	yes	2	high	leucine
P	HMDB0000689	1	yes	1	yes	2	high	isocaproate (i6:0)
P	HMDB0000695	1	yes	1	yes	2	high	4-methyl-2-oxopentanoate
P	HMDB0000698	1	yes	1	yes	2	high	glycolithocholate
P	HMDB0000699	1	yes	1	yes	2	high	1-methylnicotinamide
P	HMDB0000714	1	yes	1	yes	2	high	hippurate
P	HMDB0000715	1	yes	1	yes	2	high	kynurenate
P	HMDB0000718	1	yes	1	yes	2	high	isovalerate (i5:0)
P	HMDB0000725	1	yes	1	yes	2	high	trans-4-hydroxyproline
P	HMDB0000730	1	yes	1	yes	2	high	isobutyrylglycine
P	HMDB0000736	1	yes	1	yes	2	high	isobutyrylcarnitine (C4)
P	HMDB0000754	1	yes	1	yes	2	high	beta-hydroxyisovalerate
P	HMDB0000755	1	yes	1	yes	2	high	3-(4-hydroxyphenyl)lactate
P	HMDB0000763	0.678571428571428	yes	0.678571428571428	yes	2	high	5-hydroxyindoleacetate
P	HMDB0000765	1	yes	1	yes	2	high	mannitol/sorbitol
P	HMDB0000767	1	yes	1	yes	2	high	pseudouridine
P	HMDB0000772	1	yes	1	yes	2	high	nonadecanoate (19:0)
P	HMDB0000782	1	yes	1	yes	2	high	octadecanedioate (C18-DC)
P	HMDB0000784	1	yes	1	yes	2	high	azelate (C9-DC)
P	HMDB0000792	1	yes	1	yes	2	high	sebacate (C10-DC)
P	HMDB0000801	1	yes	1	yes	2	high	phytanate
P	HMDB0000806	1	yes	1	yes	2	high	myristate (14:0)
P	HMDB0000826	1	yes	1	yes	2	high	pentadecanoate (15:0)
P	HMDB0000827	1	yes	1	yes	2	high	stearate (18:0)
P	HMDB0000840	1	yes	1	yes	2	high	2-hydroxyhippurate (salicylurate)
P	HMDB0000847	1	yes	1	yes	2	high	pelargonate (9:0)
P	HMDB0000872	1	yes	1	yes	2	high	tetradecanedioate (C14-DC)
P	HMDB0000875	1	yes	1	yes	2	high	trigonelline (N'-methylnicotinate)
P	HMDB0000883	1	yes	1	yes	2	high	valine
P	HMDB0000884	1	yes	1	yes	2	high	5-methyluridine (ribothymidine)
P	HMDB0000888	1	yes	1	yes	2	high	undecanedioate (C11-DC)
P	HMDB0000892	1	yes	1	yes	2	high	valerate (5:0)
P	HMDB0000893	1	yes	1	yes	2	high	suberate (C8-DC)
P	HMDB0000896	1	yes	1	yes	2	high	taurodeoxycholate
P	HMDB0000897	1	yes	1	yes	2	high	7-methylguanine
P	HMDB0000904	1	yes	1	yes	2	high	citrulline
P	HMDB0000925	1	yes	1	yes	2	high	trimethylamine N-oxide
P	HMDB0000929	1	yes	1	yes	2	high	tryptophan
P	HMDB0000943	1	yes	1	yes	2	high	threonate
P	HMDB0000946	1	yes	1	yes	2	high	ursodeoxycholate
P	HMDB0000947	1	yes	1	yes	2	high	undecanoate (11:0)
P	HMDB0000991	1	yes	1	yes	2	high	2-aminooctanoate
P	HMDB0001032	1	yes	1	yes	2	high	dehydroisoandrosterone sulfate (DHEA-S)
P	HMDB0001043	1	yes	1	yes	2	high	arachidonate (20:4n6)
P	HMDB0001173	1	yes	1	yes	2	high	5-methylthioadenosine (MTA)
P	HMDB0001325	1	yes	1	yes	2	high	N6,N6,N6-trimethyllysine
P	HMDB0001348	1	yes	1	yes	2	high	stearoyl sphingomyelin (d18:1/18:0)
P	HMDB0001383	0.999999999999999	yes	0.0357142857142857	no	2	low	sphinganine-1-phosphate
P	HMDB0001406	1	yes	1	yes	2	high	nicotinamide
P	HMDB0001429	1	yes	1	yes	2	high	phosphate
P	HMDB0001492	1	yes	1	yes	2	high	gamma-tocopherol/beta-tocopherol
P	HMDB0001547	1	yes	1	yes	2	high	corticosterone/cortexolone
P	HMDB0001565	1	yes	1	yes	2	high	choline phosphate
P	HMDB0001624	1	yes	1	yes	2	high	alpha-hydroxycaproate
P	HMDB0001847	1	yes	1	yes	2	high	caffeine
P	HMDB0001851	1	yes	1	yes	2	high	arabitol/xylitol
P	HMDB0001857	1	yes	1	yes	2	high	1,3-dimethylurate
P	HMDB0001860	1	yes	1	yes	2	high	paraxanthine
P	HMDB0001870	1	yes	1	yes	2	high	benzoate
P	HMDB0001886	1	yes	1	yes	2	high	3-methylxanthine
P	HMDB0001889	1	yes	1	yes	2	high	theophylline
P	HMDB0001893	1	yes	1	yes	2	high	alpha-tocopherol
P	HMDB0001895	1	yes	1	yes	2	high	salicylate
P	HMDB0001931	1	yes	1	yes	2	high	gamma-CEHC
P	HMDB0001999	1	yes	1	yes	2	high	eicosapentaenoate (EPA; 20:5n3)
P	HMDB0002000	1	yes	1	yes	2	high	myristoleate (14:1n5)
P	HMDB0002013	1	yes	1	yes	2	high	butyrylcarnitine (C4)
P	HMDB0002038	1	yes	1	yes	2	high	N6-methyllysine
P	HMDB0002064	1	yes	1	yes	2	high	N-acetylputrescine
P	HMDB0002068	1	yes	1	yes	2	high	erucate (22:1n9)
P	HMDB0002070	1	yes	1	yes	2	high	4-hydroxy-2-oxoglutaric acid
P	HMDB0002088	1	yes	1	yes	2	high	oleoyl ethanolamide
P	HMDB0002100	1	yes	1	yes	2	high	palmitoyl ethanolamide
P	HMDB0002117	1	yes	1	yes	2	high	oleamide
P	HMDB0002199	1	yes	1	yes	2	high	3-(4-hydroxyphenyl)propionate
P	HMDB0002203	1	yes	1	yes	2	high	3-hydroxydecanoate
P	HMDB0002212	1	yes	1	yes	2	high	arachidate (20:0)
P	HMDB0002226	1	yes	1	yes	2	high	adrenate (22:4n6)
P	HMDB0002231	1	yes	1	yes	2	high	eicosenoate (20:1)
P	HMDB0002259	1	yes	1	yes	2	high	margarate (17:0)
P	HMDB0002273	1	yes	1	yes	2	high	4-hydroxyglutamate
P	HMDB0002329	1	yes	1	yes	2	high	oxalate (ethanedioate)
P	HMDB0002580	1	yes	1	yes	2	high	taurolithocholate 3-sulfate
P	HMDB0002712	1	yes	1	yes	2	high	1,5-anhydroglucitol (1,5-AG)
P	HMDB0002721	1	yes	1	yes	2	high	N1-methylinosine
P	HMDB0002759	1	yes	1	yes	2	high	androsterone sulfate
P	HMDB0002815	1	yes	1	yes	2	high	1-oleoyl-GPC (18:1)
P	HMDB0002820	1	yes	1	yes	2	high	1-methyl-4-imidazoleacetate
P	HMDB0002825	1	yes	1	yes	2	high	theobromine
P	HMDB0002829	1	yes	1	yes	2	high	androsterone glucuronide
P	HMDB0002925	1	yes	1	yes	2	high	dihomo-linolenate (20:3n3 or n6)
P	HMDB0002931	1	yes	1	yes	2	high	N-acetylserine
P	HMDB0003045	1	yes	1	yes	2	high	ergothioneine
P	HMDB0003072	1	yes	1	yes	2	high	quinate
P	HMDB0003073	1	yes	1	yes	2	high	linolenate [alpha or gamma; (18:3n3 or 6)]
P	HMDB0003157	1	yes	0.25	yes	2	high	guanidinosuccinate
P	HMDB0003229	1	yes	1	yes	2	high	palmitoleate (16:1n7)
P	HMDB0003331	1	yes	1	yes	2	high	N1-methyladenosine
P	HMDB0003357	1	yes	1	yes	2	high	N-delta-acetylornithine
P	HMDB0003464	1	yes	1	yes	2	high	4-guanidinobutanoate
P	HMDB0003681	1	yes	1	yes	2	high	4-acetamidobutanoate
P	HMDB0004041	1	yes	1	yes	2	high	allo-threonine
P	HMDB0004089	1	yes	1	yes	2	high	N-formylanthranilic acid
P	HMDB0004194	1	yes	1	yes	2	high	N1-Methyl-4-pyridone-3-carboxamide
P	HMDB0004824	1	yes	1	yes	2	high	N2,N2-dimethylguanosine
P	HMDB0004827	1	yes	1	yes	2	high	stachydrine
P	HMDB0004988	1	yes	1	yes	2	high	1-methyl-5-imidazoleacetate
P	HMDB0005060	1	yes	1	yes	2	high	dihomo-linoleate (20:2n6)
P	HMDB0006029	1	yes	1	yes	2	high	N-acetylglutamine
P	HMDB0006116	1	yes	1	yes	2	high	3-hydroxyhippurate
P	HMDB0006294	1	yes	1	yes	2	high	16-hydroxypalmitate
P	HMDB0006344	1	yes	1	yes	2	high	phenylacetylglutamine
P	HMDB0006528	1	yes	1	yes	2	high	docosapentaenoate (n3 DPA; 22:5n3)
P	HMDB0006547	1	yes	1	yes	2	high	stearidonate (18:4n3)
P	HMDB0006695	1	yes	1	yes	2	high	pro-hydroxy-pro
P	HMDB0006750	1	yes	1	yes	2	high	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)
P	HMDB0007853	1	yes	1	yes	2	high	1-palmitoyl-GPA (16:0)
P	HMDB0007869	1	yes	1	yes	2	high	1-myristoyl-2-palmitoyl-GPC (14:0/16:0)
P	HMDB0007991	1	yes	1	yes	2	high	1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)
P	HMDB0008038	1	yes	1	yes	2	high	1-stearoyl-2-oleoyl-GPC (18:0/18:1)
P	HMDB0008928	1	yes	1	yes	2	high	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)
P	HMDB0008993	1	yes	1	yes	2	high	1-stearoyl-2-oleoyl-GPE (18:0/18:1)
P	HMDB0009003	1	yes	1	yes	2	high	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)
P	HMDB0009784	1	yes	1	yes	2	high	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)
P	HMDB0009815	1	yes	1	yes	2	high	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)
P	HMDB0010169	1	yes	1	yes	2	high	palmitoyl sphingomyelin (d18:1/16:0)
P	HMDB0010318	1	yes	1	yes	2	high	pregnanediol-3-glucuronide
P	HMDB0010382	1	yes	1	yes	2	high	1-palmitoyl-GPC (16:0)
P	HMDB0010384	1	yes	1	yes	2	high	1-stearoyl-GPC (18:0)
P	HMDB0010386	1	yes	1	yes	2	high	1-linoleoyl-GPC (18:2)
P	HMDB0010738	1	yes	1	yes	2	high	1-methylxanthine
P	HMDB0011103	1	yes	1	yes	2	high	1,7-dimethylurate
P	HMDB0011171	1	yes	1	yes	2	high	gamma-glutamylleucine
P	HMDB0011178	1	yes	1	yes	2	high	prolylglycine
P	HMDB0011375	1	yes	1	yes	2	high	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)
P	HMDB0011503	1	yes	1	yes	2	high	1-palmitoyl-GPE (16:0)
P	HMDB0011506	1	yes	1	yes	2	high	1-oleoyl-GPE (18:1)
P	HMDB0011621	1	yes	1	yes	2	high	cinnamoylglycine
P	HMDB0011635	1	yes	1	yes	2	high	p-cresol sulfate
P	HMDB0011667	1	yes	1	yes	2	high	gamma-glutamylglycine
P	HMDB0011718	1	yes	1	yes	2	high	p-hydroxybenzaldehyde
P	HMDB0011737	1	yes	1	yes	2	high	gamma-glutamylglutamate
P	HMDB0011738	1	yes	1	yes	2	high	gamma-glutamylglutamine
P	HMDB0011749	1	yes	1	yes	2	high	2-piperidinone
P	HMDB0011753	1	yes	1	yes	2	high	iminodiacetate (IDA)
P	HMDB0011756	1	yes	1	yes	2	high	N-acetylleucine
P	HMDB0011757	1	yes	1	yes	2	high	N-acetylvaline
P	HMDB0012101	1	yes	1	yes	2	high	sphingomyelin (d18:1/18:1, d18:2/18:0)
P	HMDB0012273	1	yes	1	yes	2	high	palmitamide (16:0)
P	HMDB0012454	1	yes	1	yes	2	high	3beta,7alpha-dihydroxy-5-cholestenoate
P	HMDB0012458	1	yes	1	yes	2	high	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)
P	HMDB0012881	1	yes	1	yes	2	high	N-acetylcarnosine
P	HMDB0013127	1	yes	1	yes	2	high	3-hydroxybutyrylcarnitine (2)
P	HMDB0013211	1	yes	1	yes	2	high	2-ketocaprylate
P	HMDB0013288	1	yes	1	yes	2	high	nonanoylcarnitine (C9)
P	HMDB0013622	1	yes	1	yes	2	high	10-nonadecenoate (19:1n9)
P	HMDB0013676	1	yes	1	yes	2	high	2,6-dihydroxybenzoic acid
P	HMDB0013678	1	yes	1	yes	2	high	4-hydroxyhippurate
P	HMDB0013713	1	yes	1	yes	2	high	N-acetyltryptophan
P	HMDB0015109	1	yes	1	yes	2	high	EDTA
P	HMDB0029159	1	yes	1	yes	2	high	gamma-glutamylthreonine
P	HMDB0029160	1	yes	1	yes	2	high	gamma-glutamyltryptophan
P	HMDB0029200	1	yes	1	yes	2	high	ferulic acid 4-sulfate
P	HMDB0029377	1	yes	1	yes	2	high	piperine
P	HMDB0029412	1	yes	1	yes	2	high	betonicine
P	HMDB0029423	1	yes	1	yes	2	high	O-acetylhomoserine
P	HMDB0029576	1	yes	1	yes	2	high	2,3-dihydroxy-2-methylbutyrate
P	HMDB0029723	1	yes	0.25	yes	2	high	saccharin
P	HMDB0029737	1	yes	1	yes	2	high	3-formylindole
P	HMDB0032055	1	yes	1	yes	2	high	N-acetylhistidine
P	HMDB0032574	1	yes	1	yes	2	high	propyl 4-hydroxybenzoate
P	HMDB0033143	1	yes	1	yes	2	high	pyrraline
P	HMDB0033724	1	yes	1	yes	2	high	10-undecenoate (11:1n1)
P	HMDB0034323	1	yes	1	yes	2	high	S-allylcysteine
P	HMDB0034365	1	yes	1	yes	2	high	theanine
P	HMDB0034367	1	yes	1	yes	2	high	gamma-glutamylmethionine
P	HMDB0059724	1	yes	1	yes	2	high	catechol sulfate
P	HMDB0060015	1	yes	1	yes	2	high	phenol sulfate
P	HMDB0061112	1	yes	1	yes	2	high	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)
P	HMDB0061115	1	yes	1	yes	2	high	tryptophan betaine
P	HMDB0061384	1	yes	1	yes	2	high	acisoga
P	HMDB0062121	1	yes	1	yes	2	high	dihydroferulate
P	HMDB0062175	1	yes	1	yes	2	high	N-lactoyl phenylalanine
P	HMDB0062312	1	yes	1	yes	2	high	1-arachidonoyl-GPA (20:4)
P	HMDB0062551	1	yes	1	yes	2	high	4-ethylphenylsulfate
P	HMDB0062557	1	yes	1	yes	2	high	N-acetylthreonine
P	HMDB0062656	1	yes	1	yes	2	high	linoleamide (18:2n6)
P	HMDB0062657	1	yes	1	yes	2	high	epiandrosterone sulfate
P	HMDB0094649	1	yes	1	yes	2	high	2-aminoheptanoate
P	HMDB0094696	1	yes	1	yes	2	high	N-methylproline
P	HMDB0155722	1	yes	1	yes	2	high	O-sulfo-L-tyrosine
P	HMDB0240253	1	yes	1	yes	2	high	N-acetyltaurine
P	HMDB0240261	1	yes	1	yes	2	high	1-stearoyl-GPI (18:0)
P	HMDB0240296	1	yes	1	yes	2	high	C-glycosyltryptophan
P	HMDB0240607	1	yes	1	yes	2	high	glycohyocholate
P	HMDB0240609	1	yes	1	yes	2	high	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)
P	HMDB0240624	1	yes	1	yes	2	high	4-hydroxychlorothalonil
